Time,Temperature (Â°C),Humidity (%),Co2 (ppm),new_name
17:15,23.3,36.5%,578.33,Sunday
17:30,23.4,36.0%,527.5,Sunday
17:45,23.5,35.8%,552.17,Sunday
18:00,23.7,35.4%,508.33,Sunday
18:15,23.7,35.1%,529.5,Sunday
18:30,23.8,34.8%,526.67,Sunday
18:45,23.9,34.7%,545.83,Sunday
19:00,23.8,34.5%,542,Sunday
19:15,23.9,34.5%,562.17,Sunday
19:30,23.9,34.4%,573.5,Sunday
19:45,23.9,34.3%,563.83,Sunday
20:00,23.8,34.2%,553.17,Sunday
20:15,23.9,34.1%,557.5,Sunday
20:30,23.8,34.1%,558.5,Sunday
20:45,23.8,34.0%,544.33,Sunday
21:00,23.7,33.9%,517.83,Sunday
21:15,23.7,33.9%,524.17,Sunday
21:30,23.6,33.8%,540.5,Sunday
21:45,23.7,33.8%,555.17,Sunday
22:00,23.6,33.8%,547.67,Sunday
22:15,23.6,33.6%,577,Sunday
22:30,23.5,33.6%,575.83,Sunday
22:45,23.4,33.6%,552.5,Sunday
23:00,23.4,33.7%,559.83,Sunday
23:15,23.4,33.7%,552.33,Sunday
23:30,23.4,33.6%,561,Sunday
23:45,23.3,33.6%,561.33,Sunday
23:59,23.3,33.5%,555,Sunday
